Number_of_Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype,OBJECTID
33,2013,10,FOSTER,TOO YOUNG,3873
2,2013,10,RELEASE,,3874
9,2013,10,RTF,,3875
57,2013,10,RTO,,3876
14,2013,10,RTO,IN FIELD,3877
7,2013,10,RTO,IN KENNEL,3878
78,2013,10,TNR,,3879
7,2013,10,TRANSFER,,3880
169,2013,10,TRANSFER,KHS,3881
60,2013,10,TRANSFER,RESCUE GRP,3882
1,2013,10,TRANSFER,TNR,3883
6,2013,10,TRANSFER,WILDLIFE,3884
27,2013,10,TRANSPORT,RESCUE GRP,3885
2,2013,11,,,3886
7,2013,11,ADOPTION,,3887
2,2013,11,ADOPTION,3RD PARTY,3888
1,2013,11,ADOPTION,EXCHANGE,3889
1,2013,11,ADOPTION,FACEBOOK,3890
7,2013,11,ADOPTION,FOSTER,3891
17,2013,11,ADOPTION,FRIEND,3892
18,2013,11,ADOPTION,INTERNET,3893
2,2013,11,ADOPTION,PROMO,3894
9,2013,11,ADOPTION,PRV ADOPT,3895
16,2013,11,ADOPTION,PS OUTER,3896
1,2013,11,ADOPTION,RADIO WHAS,3897
1,2013,11,ADOPTION,TV OTHER,3898
68,2013,11,ADOPTION,WALK IN,3899
3,2013,11,ADOPTION,WEB METRO,3900
4,2013,11,ADOPTION,WEB PF,3901
2,2013,11,DIED,ENROUTE,3902
2,2013,11,DIED,IN FOSTER,3903
1,2013,11,DIED,IN KENNEL,3904
1,2013,11,DISPOSAL,CREM-VET,3905
26,2013,11,DISPOSAL,DEAD ARRIV,3906
5,2013,11,EUTH,,3907
34,2013,11,EUTH,BEHAV OBSV,3908
53,2013,11,EUTH,CONTAG DIS,3909
43,2013,11,EUTH,MEDICAL,3910
75,2013,11,EUTH,REQUESTED,3911
60,2013,11,EUTH,TIME/SPACE,3912
2,2013,11,FOSTER,,3913
2,2013,11,FOSTER,BEHAV OBSV,3914
5,2013,11,FOSTER,MEDICAL,3915
17,2013,11,FOSTER,TIME/SPACE,3916
1,2013,11,FOSTER,TOO OLD,3917
19,2013,11,FOSTER,TOO YOUNG,3918
9,2013,11,RTF,,3919
49,2013,11,RTO,,3920
30,2013,11,RTO,IN FIELD,3921
16,2013,11,RTO,IN KENNEL,3922
42,2013,11,TNR,,3923
5,2013,11,TRANSFER,,3924
64,2013,11,TRANSFER,KHS,3925
73,2013,11,TRANSFER,RESCUE GRP,3926
8,2013,12,,,3927
11,2013,12,ADOPTION,,3928
1,2013,12,ADOPTION,3RD PARTY,3929
1,2013,12,ADOPTION,EVENT,3930
6,2013,12,ADOPTION,FACEBOOK,3931
4,2013,12,ADOPTION,FOSTER,3932
19,2013,12,ADOPTION,FRIEND,3933
26,2013,12,ADOPTION,INTERNET,3934
4,2013,12,ADOPTION,PROMO,3935
14,2013,12,ADOPTION,PRV ADOPT,3936
13,2013,12,ADOPTION,PS OUTER,3937
3,2013,12,ADOPTION,REFERRAL,3938
1,2013,12,ADOPTION,TV AAL,3939
2,2013,12,ADOPTION,TV OTHER,3940
1,2013,12,ADOPTION,TV WHAS,3941
76,2013,12,ADOPTION,WALK IN,3942
2,2013,12,ADOPTION,WEB METRO,3943
5,2013,12,ADOPTION,WEB PF,3944
2,2013,12,DIED,IN FOSTER,3945
2,2013,12,DIED,IN KENNEL,3946
1,2013,12,DISPOSAL,,3947
30,2013,12,DISPOSAL,DEAD ARRIV,3948
3,2013,12,EUTH,,3949
1,2013,12,EUTH,BEHAV HIST,3950
20,2013,12,EUTH,BEHAV OBSV,3951
20,2013,12,EUTH,CONTAG DIS,3952
22,2013,12,EUTH,MEDICAL,3953
48,2013,12,EUTH,REQUESTED,3954
22,2013,12,EUTH,TIME/SPACE,3955
14,2013,12,FOSTER,,3956
1,2013,12,FOSTER,BREED,3957
5,2013,12,FOSTER,MEDICAL,3958
8,2013,12,FOSTER,RESCUE GRP,3959
15,2013,12,FOSTER,TIME/SPACE,3960
2,2013,12,FOSTER,TOO OLD,3961
1,2013,12,FOSTER,TOO YOUNG,3962
8,2013,12,RTF,,3963
72,2013,12,RTO,,3964
19,2013,12,RTO,IN FIELD,3965
6,2013,12,RTO,IN KENNEL,3966
53,2013,12,TNR,,3967
7,2013,12,TRANSFER,,3968
4,2013,12,TRANSFER,AN CONTROL,3969
137,2013,12,TRANSFER,KHS,3970
39,2013,12,TRANSFER,RESCUE GRP,3971
29,2013,12,TRANSPORT,RESCUE GRP,3972
5,2014,1,ADOPTION,,3973
2,2014,1,ADOPTION,EVENT,3974
7,2014,1,ADOPTION,FACEBOOK,3975
4,2014,1,ADOPTION,FOSTER,3976
17,2014,1,ADOPTION,FRIEND,3977
24,2014,1,ADOPTION,INTERNET,3978
21,2014,1,ADOPTION,PROMO,3979
7,2014,1,ADOPTION,PRV ADOPT,3980
1,2014,1,ADOPTION,PS HURST,3981
12,2014,1,ADOPTION,PS OUTER,3982
3,2014,1,ADOPTION,REFERRAL,3983
2,2014,1,ADOPTION,TV WHAS,3984
62,2014,1,ADOPTION,WALK IN,3985
2,2014,1,ADOPTION,WEB METRO,3986
4,2014,1,ADOPTION,WEB PF,3987
1,2014,1,DIED,IN FOSTER,3988
1,2014,1,DIED,IN KENNEL,3989
2,2014,1,DISPOSAL,,3990
29,2014,1,DISPOSAL,DEAD ARRIV,3991
2,2014,1,EUTH,,3992
1,2014,1,EUTH,BEHAV HIST,3993
27,2014,1,EUTH,BEHAV OBSV,3994
20,2014,1,EUTH,CONTAG DIS,3995
26,2014,1,EUTH,MEDICAL,3996
38,2014,1,EUTH,REQUESTED,3997
11,2014,1,EUTH,TIME/SPACE,3998
1,2014,1,FOSTER,,3999
1,2014,1,FOSTER,BREED,4000
3,2014,1,FOSTER,MEDICAL,4001
4,2014,1,FOSTER,RESCUE GRP,4002
4,2014,1,FOSTER,TIME/SPACE,4003
2,2014,1,FOSTER,TOO OLD,4004
10,2014,1,FOSTER,TOO YOUNG,4005
14,2014,1,RTF,,4006
53,2014,1,RTO,,4007
30,2014,1,RTO,IN FIELD,4008
13,2014,1,RTO,IN KENNEL,4009
50,2014,1,TNR,,4010
9,2014,1,TRANSFER,,4011
80,2014,1,TRANSFER,KHS,4012
58,2014,1,TRANSFER,RESCUE GRP,4013
23,2014,1,TRANSPORT,RESCUE GRP,4014
2,2014,2,,,4015
12,2014,2,ADOPTION,,4016
2,2014,2,ADOPTION,3RD PARTY,4017
1,2014,2,ADOPTION,EVENT,4018
1,2014,2,ADOPTION,FACEBOOK,4019
5,2014,2,ADOPTION,FOSTER,4020
9,2014,2,ADOPTION,FRIEND,4021
40,2014,2,ADOPTION,INTERNET,4022
2,2014,2,ADOPTION,PROMO,4023
4,2014,2,ADOPTION,PRV ADOPT,4024
29,2014,2,ADOPTION,PS OUTER,4025
5,2014,2,ADOPTION,REFERRAL,4026
45,2014,2,ADOPTION,WALK IN,4027
3,2014,2,ADOPTION,WEB METRO,4028
2,2014,2,ADOPTION,WEB PF,4029
1,2014,2,DIED,IN FOSTER,4030
1,2014,2,DIED,IN KENNEL,4031
1,2014,2,DIED,IN SURGERY,4032
8,2014,2,DISPOSAL,,4033
21,2014,2,DISPOSAL,DEAD ARRIV,4034
29,2014,2,EUTH,BEHAV OBSV,4035
6,2014,2,EUTH,CONTAG DIS,4036
29,2014,2,EUTH,MEDICAL,4037
45,2014,2,EUTH,REQUESTED,4038
13,2014,2,EUTH,TIME/SPACE,4039
6,2014,2,FOSTER,,4040
3,2014,2,FOSTER,BEHAV OBSV,4041
1,2014,2,FOSTER,CONTAG DIS,4042
5,2014,2,FOSTER,MEDICAL,4043
1,2014,2,FOSTER,PREGNANT,4044
1,2014,2,FOSTER,RESCUE GRP,4045
3,2014,2,FOSTER,TIME/SPACE,4046
3,2014,2,FOSTER,TOO YOUNG,4047
4,2014,2,RTF,,4048
49,2014,2,RTO,,4049
23,2014,2,RTO,IN FIELD,4050
8,2014,2,RTO,IN KENNEL,4051
41,2014,2,TNR,,4052
6,2014,2,TRANSFER,,4053
56,2014,2,TRANSFER,KHS,4054
58,2014,2,TRANSFER,RESCUE GRP,4055
1,2014,2,TRANSFER,WILDLIFE,4056
28,2014,2,TRANSPORT,RESCUE GRP,4057
2,2014,3,,,4058
16,2014,3,ADOPTION,,4059
3,2014,3,ADOPTION,EVENT,4060
1,2014,3,ADOPTION,EXCHANGE,4061
2,2014,3,ADOPTION,FOSTER,4062
5,2014,3,ADOPTION,FRIEND,4063
31,2014,3,ADOPTION,INTERNET,4064
4,2014,3,ADOPTION,PROMO,4065
6,2014,3,ADOPTION,PRV ADOPT,4066
12,2014,3,ADOPTION,PS OUTER,4067
7,2014,3,ADOPTION,REFERRAL,4068
1,2014,3,ADOPTION,TV WHAS,4069
55,2014,3,ADOPTION,WALK IN,4070
1,2014,3,DIED,,4071
1,2014,3,DIED,ENROUTE,4072
3,2014,3,DIED,IN FOSTER,4073
2,2014,3,DISPOSAL,,4074
20,2014,3,DISPOSAL,DEAD ARRIV,4075
2,2014,3,EUTH,BEHAV HIST,4076
41,2014,3,EUTH,BEHAV OBSV,4077
10,2014,3,EUTH,CONTAG DIS,4078
26,2014,3,EUTH,MEDICAL,4079
65,2014,3,EUTH,REQUESTED,4080
4,2014,3,EUTH,TIME/SPACE,4081
5,2014,3,FOSTER,,4082
1,2014,3,FOSTER,BEHAV OBSV,4083
1,2014,3,FOSTER,BREED,4084
1,2014,3,FOSTER,CONTAG DIS,4085
14,2014,3,FOSTER,MEDICAL,4086
1,2014,3,FOSTER,RESCUE GRP,4087
2,2014,3,FOSTER,TIME/SPACE,4088
22,2014,3,FOSTER,TOO YOUNG,4089
4,2014,3,RTF,,4090
40,2014,3,RTO,,4091
22,2014,3,RTO,IN FIELD,4092
12,2014,3,RTO,IN KENNEL,4093
35,2014,3,TNR,,4094
3,2014,3,TRANSFER,,4095
62,2014,3,TRANSFER,KHS,4096
59,2014,3,TRANSFER,RESCUE GRP,4097
11,2014,3,TRANSPORT,,4098
1,2014,4,ADOPTION,,4099
1,2014,4,ADOPTION,3RD PARTY,4100
3,2014,4,ADOPTION,EVENT,4101
1,2014,4,ADOPTION,FACEBOOK,4102
3,2014,4,ADOPTION,FOSTER,4103
11,2014,4,ADOPTION,FRIEND,4104
28,2014,4,ADOPTION,INTERNET,4105
8,2014,4,ADOPTION,PROMO,4106
2,2014,4,ADOPTION,PRV ADOPT,4107
5,2014,4,ADOPTION,PS HURST,4108
22,2014,4,ADOPTION,PS OUTER,4109
2,2014,4,ADOPTION,REFERRAL,4110
1,2014,4,ADOPTION,TV WHAS,4111
58,2014,4,ADOPTION,WALK IN,4112
1,2014,4,ADOPTION,WEB PF,4113
3,2014,4,DIED,ENROUTE,4114
2,2014,4,DIED,IN FOSTER,4115
4,2014,4,DISPOSAL,,4116
20,2014,4,DISPOSAL,DEAD ARRIV,4117
1,2014,4,EUTH,,4118
5,2014,4,EUTH,BEHAV HIST,4119
39,2014,4,EUTH,BEHAV OBSV,4120
1,2014,4,EUTH,CONTAG DIS,4121
38,2014,4,EUTH,MEDICAL,4122
49,2014,4,EUTH,REQUESTED,4123
1,2014,4,EUTH,TOO OLD,4124
7,2014,4,FOSTER,,4125
5,2014,4,FOSTER,BEHAV OBSV,4126
1,2014,4,FOSTER,CONTAG DIS,4127
10,2014,4,FOSTER,MEDICAL,4128
1,2014,4,FOSTER,PREGNANT,4129
8,2014,4,FOSTER,RESCUE GRP,4130
6,2014,4,FOSTER,TIME/SPACE,4131
1,2014,4,FOSTER,TOO OLD,4132
47,2014,4,FOSTER,TOO YOUNG,4133
4,2014,4,RTF,,4134
31,2014,4,RTO,,4135
21,2014,4,RTO,IN FIELD,4136
20,2014,4,RTO,IN KENNEL,4137
22,2014,4,TNR,,4138
8,2014,4,TRANSFER,,4139
92,2014,4,TRANSFER,KHS,4140
34,2014,4,TRANSFER,RESCUE GRP,4141
24,2014,4,TRANSPORT,RESCUE GRP,4142
1,2014,5,,,4143
2,2014,5,ADOPTION,,4144
3,2014,5,ADOPTION,EVENT,4145
1,2014,5,ADOPTION,EXCHANGE,4146
1,2014,5,ADOPTION,FACEBOOK,4147
10,2014,5,ADOPTION,FOSTER,4148
9,2014,5,ADOPTION,FRIEND,4149
27,2014,5,ADOPTION,INTERNET,4150
3,2014,5,ADOPTION,PROMO,4151
9,2014,5,ADOPTION,PRV ADOPT,4152
1,2014,5,ADOPTION,PS HURST,4153
11,2014,5,ADOPTION,PS OUTER,4154
2,2014,5,ADOPTION,REFERRAL,4155
1,2014,5,ADOPTION,TV WHAS,4156
79,2014,5,ADOPTION,WALK IN,4157
1,2014,5,DIED,AT VET,4158
4,2014,5,DIED,IN FOSTER,4159
1,2014,5,DIED,IN KENNEL,4160
9,2014,5,DISPOSAL,,4161
20,2014,5,DISPOSAL,DEAD ARRIV,4162
1,2014,5,EUTH,BEHAV HIST,4163
69,2014,5,EUTH,BEHAV OBSV,4164
7,2014,5,EUTH,CONTAG DIS,4165
34,2014,5,EUTH,MEDICAL,4166
48,2014,5,EUTH,REQUESTED,4167
18,2014,5,EUTH,TIME/SPACE,4168
4,2014,5,EUTH,TOO YOUNG,4169
13,2014,5,FOSTER,,4170
5,2014,5,FOSTER,BEHAV OBSV,4171
9,2014,5,FOSTER,MEDICAL,4172
28,2014,5,FOSTER,RESCUE GRP,4173
5,2014,5,FOSTER,TIME/SPACE,4174
46,2014,5,FOSTER,TOO YOUNG,4175
1,2014,5,MISSING EX,,4176
1,2014,5,RELEASE,,4177
4,2014,5,RTF,,4178
40,2014,5,RTO,,4179
18,2014,5,RTO,IN FIELD,4180
19,2014,5,RTO,IN KENNEL,4181
24,2014,5,TNR,,4182
11,2014,5,TRANSFER,,4183
91,2014,5,TRANSFER,KHS,4184
69,2014,5,TRANSFER,RESCUE GRP,4185
29,2014,5,TRANSPORT,RESCUE GRP,4186
1,2014,6,,,4187
4,2014,6,ADOPTION,,4188
1,2014,6,ADOPTION,3RD PARTY,4189
7,2014,6,ADOPTION,EVENT,4190
5,2014,6,ADOPTION,FOSTER,4191
12,2014,6,ADOPTION,FRIEND,4192
21,2014,6,ADOPTION,INTERNET,4193
2,2014,6,ADOPTION,NEWSLETTER,4194
3,2014,6,ADOPTION,PROMO,4195
5,2014,6,ADOPTION,PRV ADOPT,4196
12,2014,6,ADOPTION,PS HURST,4197
10,2014,6,ADOPTION,PS OUTER,4198
1,2014,6,ADOPTION,RADIO MAX,4199
2,2014,6,ADOPTION,REFERRAL,4200
81,2014,6,ADOPTION,WALK IN,4201
1,2014,6,DIED,ENROUTE,4202
1,2014,6,DIED,IN FOSTER,4203
1,2014,6,DIED,IN KENNEL,4204
4,2014,6,DISPOSAL,,4205
35,2014,6,DISPOSAL,DEAD ARRIV,4206
3,2014,6,EUTH,BEHAV HIST,4207
34,2014,6,EUTH,BEHAV OBSV,4208
30,2014,6,EUTH,CONTAG DIS,4209
23,2014,6,EUTH,MEDICAL,4210
51,2014,6,EUTH,REQUESTED,4211
30,2014,6,EUTH,TIME/SPACE,4212
3,2014,6,EUTH,TOO OLD,4213
4,2014,6,EUTH,TOO YOUNG,4214
23,2014,6,FOSTER,,4215
1,2014,6,FOSTER,MEDICAL,4216
1,2014,6,FOSTER,RESCUE GRP,4217
4,2014,6,FOSTER,TIME/SPACE,4218
30,2014,6,FOSTER,TOO YOUNG,4219
1,2014,6,RELEASE,WILDLIFE,4220
5,2014,6,RTF,,4221
77,2014,6,RTO,,4222
16,2014,6,RTO,IN FIELD,4223
18,2014,6,RTO,IN KENNEL,4224
31,2014,6,TNR,,4225
55,2014,6,TRANSFER,,4226
196,2014,6,TRANSFER,KHS,4227
1,2014,6,TRANSFER,RES WAGGIN,4228
59,2014,6,TRANSFER,RESCUE GRP,4229
3,2014,6,TRANSPORT,,4230
2,2014,7,,,4231
1,2014,7,ADOPTION,,4232
6,2014,7,ADOPTION,3RD PARTY,4233
1,2014,7,ADOPTION,EVENT,4234
1,2014,7,ADOPTION,FACEBOOK,4235
9,2014,7,ADOPTION,FOSTER,4236
15,2014,7,ADOPTION,FRIEND,4237
29,2014,7,ADOPTION,INTERNET,4238
7,2014,7,ADOPTION,PROMO,4239
8,2014,7,ADOPTION,PRV ADOPT,4240
11,2014,7,ADOPTION,PS HURST,4241
19,2014,7,ADOPTION,PS OUTER,4242
1,2014,7,ADOPTION,REFERRAL,4243
1,2014,7,ADOPTION,TV WHAS,4244
86,2014,7,ADOPTION,WALK IN,4245
15,2014,7,DIED,IN FOSTER,4246
4,2014,7,DIED,IN KENNEL,4247
1,2014,7,DISPOSAL,,4248
41,2014,7,DISPOSAL,DEAD ARRIV,4249
2,2014,7,EUTH,,4250
1,2014,7,EUTH,BEHAV HIST,4251
48,2014,7,EUTH,BEHAV OBSV,4252
18,2014,7,EUTH,CONTAG DIS,4253
63,2014,7,EUTH,MEDICAL,4254
66,2014,7,EUTH,REQUESTED,4255
26,2014,7,EUTH,TIME/SPACE,4256
5,2014,7,EUTH,TOO YOUNG,4257
10,2014,7,FOSTER,,4258
9,2014,7,FOSTER,MEDICAL,4259
3,2014,7,FOSTER,RESCUE GRP,4260
11,2014,7,FOSTER,TIME/SPACE,4261
27,2014,7,FOSTER,TOO YOUNG,4262
4,2014,7,RTF,,4263
60,2014,7,RTO,,4264
21,2014,7,RTO,IN FIELD,4265
16,2014,7,RTO,IN KENNEL,4266
62,2014,7,TNR,,4267
56,2014,7,TRANSFER,,4268
175,2014,7,TRANSFER,KHS,4269
60,2014,7,TRANSFER,RESCUE GRP,4270
1,2014,7,TRANSPORT,,4271
21,2014,7,TRANSPORT,RESCUE GRP,4272
1,2014,8,ADOPTION,,4273
3,2014,8,ADOPTION,EVENT,4274
3,2014,8,ADOPTION,FACEBOOK,4275
6,2014,8,ADOPTION,FOSTER,4276
5,2014,8,ADOPTION,FRIEND,4277
32,2014,8,ADOPTION,INTERNET,4278
3,2014,8,ADOPTION,PROMO,4279
5,2014,8,ADOPTION,PRV ADOPT,4280
5,2014,8,ADOPTION,PS HURST,4281
14,2014,8,ADOPTION,PS OUTER,4282
1,2014,8,ADOPTION,RADIO OTHR,4283
7,2014,8,ADOPTION,REFERRAL,4284
1,2014,8,ADOPTION,TV WHAS,4285
79,2014,8,ADOPTION,WALK IN,4286
1,2014,8,ADOPTION,WEB METRO,4287
2,2014,8,DIED,,4288
1,2014,8,DIED,AT VET,4289
2,2014,8,DIED,ENROUTE,4290
3,2014,8,DIED,IN FOSTER,4291
3,2014,8,DISPOSAL,,4292
32,2014,8,DISPOSAL,DEAD ARRIV,4293
4,2014,8,EUTH,,4294
1,2014,8,EUTH,BEHAV HIST,4295
55,2014,8,EUTH,BEHAV OBSV,4296
31,2014,8,EUTH,CONTAG DIS,4297
44,2014,8,EUTH,MEDICAL,4298
54,2014,8,EUTH,REQUESTED,4299
16,2014,8,EUTH,TIME/SPACE,4300
4,2014,8,EUTH,TOO YOUNG,4301
6,2014,8,FOSTER,,4302
4,2014,8,FOSTER,BEHAV OBSV,4303
1,2014,8,FOSTER,CONTAG DIS,4304
14,2014,8,FOSTER,MEDICAL,4305
7,2014,8,FOSTER,TIME/SPACE,4306
22,2014,8,FOSTER,TOO YOUNG,4307
6,2014,8,RTF,,4308
37,2014,8,RTO,,4309
15,2014,8,RTO,IN FIELD,4310
21,2014,8,RTO,IN KENNEL,4311
71,2014,8,TNR,,4312
8,2014,8,TRANSFER,,4313
1,2014,8,TRANSFER,AN CONTROL,4314
140,2014,8,TRANSFER,KHS,4315
60,2014,8,TRANSFER,RESCUE GRP,4316
19,2014,8,TRANSPORT,RESCUE GRP,4317
1,2014,9,,,4318
1,2014,9,ADOPTION,,4319
4,2014,9,ADOPTION,3RD PARTY,4320
6,2014,9,ADOPTION,EVENT,4321
12,2014,9,ADOPTION,FACEBOOK,4322
10,2014,9,ADOPTION,FOSTER,4323
14,2014,9,ADOPTION,FRIEND,4324
22,2014,9,ADOPTION,INTERNET,4325
3,2014,9,ADOPTION,PROMO,4326
7,2014,9,ADOPTION,PRV ADOPT,4327
4,2014,9,ADOPTION,PS HURST,4328
11,2014,9,ADOPTION,PS OUTER,4329
8,2014,9,ADOPTION,REFERRAL,4330
1,2014,9,ADOPTION,TV WHAS,4331
75,2014,9,ADOPTION,WALK IN,4332
2,2014,9,ADOPTION,WEB METRO,4333
2,2014,9,ADOPTION,WEB PF,4334
1,2014,9,DIED,AT VET,4335
4,2014,9,DIED,IN FOSTER,4336
3,2014,9,DIED,IN KENNEL,4337
2,2014,9,DISPOSAL,,4338
21,2014,9,DISPOSAL,DEAD ARRIV,4339
1,2014,9,DISPOSAL,RETURN,4340
1,2014,9,EUTH,,4341
33,2014,9,EUTH,BEHAV OBSV,4342
21,2014,9,EUTH,CONTAG DIS,4343
67,2014,9,EUTH,MEDICAL,4344
42,2014,9,EUTH,REQUESTED,4345
53,2014,9,EUTH,TIME/SPACE,4346
3,2014,9,EUTH,TOO YOUNG,4347
22,2014,9,FOSTER,,4348
8,2014,9,FOSTER,BEHAV OBSV,4349
6,2014,9,FOSTER,CONTAG DIS,4350
9,2014,9,FOSTER,MEDICAL,4351
1,2014,9,FOSTER,RESCUE GRP,4352
24,2014,9,FOSTER,TIME/SPACE,4353
35,2014,9,FOSTER,TOO YOUNG,4354
13,2014,9,RTF,,4355
34,2014,9,RTO,,4356
15,2014,9,RTO,IN FIELD,4357
35,2014,9,RTO,IN KENNEL,4358
1,2014,9,RTO,WEB,4359
97,2014,9,TNR,,4360
6,2014,9,TRANSFER,,4361
1,2014,9,TRANSFER,AN CONTROL,4362
121,2014,9,TRANSFER,KHS,4363
58,2014,9,TRANSFER,RESCUE GRP,4364
25,2014,9,TRANSPORT,RESCUE GRP,4365
1,2014,10,,,4366
1,2014,10,ADOPTION,,4367
2,2014,10,ADOPTION,3RD PARTY,4368
1,2014,10,ADOPTION,AAA,4369
7,2014,10,ADOPTION,EVENT,4370
1,2014,10,ADOPTION,FACEBOOK,4371
5,2014,10,ADOPTION,FOSTER,4372
7,2014,10,ADOPTION,FRIEND,4373
16,2014,10,ADOPTION,INTERNET,4374
1,2014,10,ADOPTION,PROMO,4375
9,2014,10,ADOPTION,PRV ADOPT,4376
4,2014,10,ADOPTION,PS HURST,4377
9,2014,10,ADOPTION,PS OUTER,4378
6,2014,10,ADOPTION,REFERRAL,4379
59,2014,10,ADOPTION,WALK IN,4380
8,2014,10,ADOPTION,WEB PF,4381
2,2014,10,DIED,AT VET,4382
2,2014,10,DIED,IN FOSTER,4383
2,2014,10,DIED,IN KENNEL,4384
1,2014,10,DIED,IN SURGERY,4385
5,2014,10,DISPOSAL,BY OWNER,4386
18,2014,10,DISPOSAL,DEAD ARRIV,4387
4,2014,10,DISPOSAL,STRAY,4388
1,2014,10,EUTH,BEHAV HIST,4389
32,2014,10,EUTH,BEHAV OBSV,4390
47,2014,10,EUTH,CONTAG DIS,4391
46,2014,10,EUTH,MEDICAL,4392
46,2014,10,EUTH,REQUESTED,4393
25,2014,10,EUTH,TIME/SPACE,4394
2,2014,10,EUTH,TOO OLD,4395
5,2014,10,EUTH,TOO YOUNG,4396
5,2014,10,FOSTER,,4397
2,2014,10,FOSTER,BEHAV OBSV,4398
1,2014,10,FOSTER,BREED,4399
7,2014,10,FOSTER,CONTAG DIS,4400
4,2014,10,FOSTER,MEDICAL,4401
1,2014,10,FOSTER,PREGNANT,4402
23,2014,10,FOSTER,TIME/SPACE,4403
14,2014,10,FOSTER,TOO YOUNG,4404
1,2014,10,RELEASE,WILDLIFE,4405
12,2014,10,RTF,,4406
24,2014,10,RTO,,4407
11,2014,10,RTO,IN FIELD,4408
39,2014,10,RTO,IN KENNEL,4409
80,2014,10,TNR,,4410
12,2014,10,TRANSFER,,4411
1,2014,10,TRANSFER,AN CONTROL,4412
170,2014,10,TRANSFER,KHS,4413
48,2014,10,TRANSFER,RESCUE GRP,4414
29,2014,10,TRANSPORT,RESCUE GRP,4415
1,2014,11,,,4416
30,2014,11,ADOPTION,,4417
2,2014,11,ADOPTION,3RD PARTY,4418
1,2014,11,ADOPTION,AAA,4419
6,2014,11,ADOPTION,FACEBOOK,4420
9,2014,11,ADOPTION,FOSTER,4421
4,2014,11,ADOPTION,FRIEND,4422
20,2014,11,ADOPTION,INTERNET,4423
5,2014,11,ADOPTION,PROMO,4424
10,2014,11,ADOPTION,PRV ADOPT,4425
4,2014,11,ADOPTION,PS HURST,4426
17,2014,11,ADOPTION,PS OUTER,4427
5,2014,11,ADOPTION,REFERRAL,4428
3,2014,11,ADOPTION,TV WHAS,4429
89,2014,11,ADOPTION,WALK IN,4430
11,2014,11,ADOPTION,WEB PF,4431
2,2014,11,DIED,IN FOSTER,4432
2,2014,11,DIED,IN KENNEL,4433
2,2014,11,DISPOSAL,BY OWNER,4434
31,2014,11,DISPOSAL,DEAD ARRIV,4435
2,2014,11,EUTH,BEHAV HIST,4436
32,2014,11,EUTH,BEHAV OBSV,4437
17,2014,11,EUTH,CONTAG DIS,4438
29,2014,11,EUTH,MEDICAL,4439
44,2014,11,EUTH,REQUESTED,4440
26,2014,11,EUTH,TIME/SPACE,4441
1,2014,11,EUTH,TOO OLD,4442
2,2014,11,EUTH,TOO YOUNG,4443
6,2014,11,FOSTER,,4444
3,2014,11,FOSTER,BEHAV OBSV,4445
6,2014,11,FOSTER,MEDICAL,4446
1,2014,11,FOSTER,PREGNANT,4447
9,2014,11,FOSTER,RESCUE GRP,4448
5,2014,11,FOSTER,TIME/SPACE,4449
1,2014,11,FOSTER,TOO OLD,4450
26,2014,11,FOSTER,TOO YOUNG,4451
6,2014,11,RTF,,4452
22,2014,11,RTO,,4453
6,2014,11,RTO,IN FIELD,4454
25,2014,11,RTO,IN KENNEL,4455
61,2014,11,TNR,,4456
9,2014,11,TRANSFER,,4457
73,2014,11,TRANSFER,KHS,4458
31,2014,11,TRANSFER,RESCUE GRP,4459
12,2014,11,TRANSPORT,RESCUE GRP,4460
1,2014,12,,,4461
1,2014,12,ADOPTION,,4462
2,2014,12,ADOPTION,3RD PARTY,4463
1,2014,12,ADOPTION,AAA,4464
2,2014,12,ADOPTION,EVENT,4465
11,2014,12,ADOPTION,FACEBOOK,4466
2,2014,12,ADOPTION,FOSTER,4467
2,2014,12,ADOPTION,FRIEND,4468
25,2014,12,ADOPTION,INTERNET,4469
2,2014,12,ADOPTION,NEWSLETTER,4470
22,2014,12,ADOPTION,PROMO,4471
5,2014,12,ADOPTION,PRV ADOPT,4472
4,2014,12,ADOPTION,PS HURST,4473
19,2014,12,ADOPTION,PS OUTER,4474
7,2014,12,ADOPTION,REFERRAL,4475
1,2014,12,ADOPTION,TV WHAS,4476
89,2014,12,ADOPTION,WALK IN,4477
7,2014,12,ADOPTION,WEB PF,4478
3,2014,12,DIED,IN KENNEL,4479
4,2014,12,DISPOSAL,,4480
1,2014,12,DISPOSAL,BY OWNER,4481
14,2014,12,DISPOSAL,DEAD ARRIV,4482
1,2014,12,DISPOSAL,NECROPSY,4483
2,2014,12,DISPOSAL,STRAY,4484
1,2014,12,EUTH,,4485
1,2014,12,EUTH,BEHAV HIST,4486
33,2014,12,EUTH,BEHAV OBSV,4487
6,2014,12,EUTH,CONTAG DIS,4488
16,2014,12,EUTH,MEDICAL,4489
42,2014,12,EUTH,REQUESTED,4490
8,2014,12,EUTH,TIME/SPACE,4491
8,2014,12,FOSTER,,4492
3,2014,12,FOSTER,BEHAV OBSV,4493
1,2014,12,FOSTER,BREED,4494
5,2014,12,FOSTER,MEDICAL,4495
12,2014,12,FOSTER,TIME/SPACE,4496
7,2014,12,FOSTER,TOO YOUNG,4497
1,2014,12,MISSING EX,ENROUTE,4498
4,2014,12,RTF,,4499
30,2014,12,RTO,,4500
13,2014,12,RTO,IN FIELD,4501
